gs_cat,gs_subcat,gs_name,entrez_gene,gene_symbol,human_entrez_gene,human_gene_symbol,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,species_name,species_common_name,ortholog_sources,num_ortholog_sources
H,,HALLMARK_ADIPOGENESIS,268566,Gphn,10243,GPHN,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,14778,Gpx3,2878,GPX3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,625249,Gpx4,2879,GPX4,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,17713,Grpel1,80273,GRPEL1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,15107,Hadh,3033,HADH,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,227095,Hibch,26275,HIBCH,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,80888,Hspb8,26353,HSPB8,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,15926,Idh1,3417,IDH1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,67834,Idh3a,3419,IDH3A,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,15929,Idh3g,3421,IDH3G,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,15979,Ifngr1,3459,IFNGR1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,76614,Immt,10989,IMMT,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,16404,Itga7,3679,ITGA7,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,209378,Itih5,80760,ITIH5,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,16443,Itsn1,6453,ITSN1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,67767,Jagn1,84522,JAGN1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,16775,Lama4,3910,LAMA4,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,16846,Lep,3952,LEP,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,16880,Lifr,3977,LIFR,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,16890,Lipe,3991,LIPE,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,14792,Lpcat3,10162,LPCAT3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,16956,Lpl,4023,LPL,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_ADIPOGENESIS,17001,Ltc4s,4056,LTC4S,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",10
H,,HALLMARK_ADIPOGENESIS,225028,Map4k3,8491,MAP4K3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,72039,Mccc1,56922,MCCC1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,17448,Mdh2,4191,MDH2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,17436,Me1,4199,ME1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,23945,Mgll,11343,MGLL,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,66447,Mgst3,4259,MGST3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,108958,Miga2,84895,MIGA2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,77037,Mrap,56246,MRAP,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,27395,Mrpl15,29088,MRPL15,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,67247,Mtarc2,54996,MTARC2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,56428,Mtch2,23788,MTCH2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,107589,Mylk,4638,MYLK,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,109019,Nabp1,64859,NABP1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,68202,Ndufa5,4698,NDUFA5,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,70316,Ndufab1,4706,NDUFAB1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,66916,Ndufb7,4713,NDUFB7,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,68349,Ndufs3,4722,NDUFS3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,69721,Nkiras1,28512,NKIRAS1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,18107,Nmt1,4836,NMT1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,27047,Omd,4958,OMD,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,18405,Orm1,5004,ORM1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"PhylomeDB,NCBI,OrthoMCL,Panther,OMA,Treefam,Ensembl,OrthoDB",8
H,,HALLMARK_ADIPOGENESIS,18569,Pdcd4,27250,PDCD4,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,18618,Pemt,10400,PEMT,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,56273,Pex14,5195,PEX14,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,170768,Pfkfb3,5209,PFKFB3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,18641,Pfkl,5211,PFKL,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,72157,Pgm1,5236,PGM1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,102693,Phldb1,23187,PHLDB1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,16922,Phyh,5264,PHYH,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,223775,Pim3,415116,PIM3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,11520,Plin2,123,PLIN2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,18984,Por,5447,POR,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,19016,Pparg,5468,PPARG,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,19043,Ppm1b,5495,PPM1B,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,108954,Ppp1r15b,84919,PPP1R15B,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",11
H,,HALLMARK_ADIPOGENESIS,11757,Prdx3,10935,PRDX3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,50907,Preb,10113,PREB,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,69956,Ptcd3,55037,PTCD3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,19218,Ptger3,5733,PTGER3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,110391,Qdpr,5860,QDPR,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,19376,Rab34,83871,RAB34,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_ADIPOGENESIS,13476,Reep5,7905,REEP5,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,70335,Reep6,92840,REEP6,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,57264,Retn,56729,RETN,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,67442,Retsat,54884,RETSAT,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,66878,Riok3,8780,RIOK3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,67809,Rmdn3,55177,RMDN3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,29864,Rnf11,26994,RNF11,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,68750,Rreb1,6239,RREB1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,20168,Rtn3,10313,RTN3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,68653,Samm50,25813,SAMM50,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,20778,Scarb1,949,SCARB1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,20280,Scp2,6342,SCP2,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,67680,Sdhb,6390,SDHB,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,66052,Sdhc,6391,SDHC,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,20509,Slc19a1,6573,SLC19A1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,20514,Slc1a5,6510,SLC1A5,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,13358,Slc25a1,6576,SLC25A1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,27376,Slc25a10,1468,SLC25A10,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",10
H,,HALLMARK_ADIPOGENESIS,26457,Slc27a1,376497,SLC27A1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",10
H,,HALLMARK_ADIPOGENESIS,330064,Slc5a6,8884,SLC5A6,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,217430,Pqlc3,130814,SLC66A3,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,20618,Sncg,6623,SNCG,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ADIPOGENESIS,20655,Sod1,6647,SOD1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ADIPOGENESIS,20411,Sorbs1,10580,SORBS1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,268301,Sowahc,65124,SOWAHC,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_ADIPOGENESIS,13602,Sparcl1,8404,SPARCL1,M5905,,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
